Ticker,Name,AssetClass,Sector,SEDOL,ISIN,Exchange
MTN,VAIL RESORTS INC,Equity,Consumer Discretionary,2954194,US91879Q1094,New York Stock Exchange Inc.
PXD,PIONEER NATURAL RESOURCE,Equity,Energy,2690830,US7237871071,New York Stock Exchange Inc.
DOV,DOVER CORP,Equity,Industrials,2278407,US2600031080,New York Stock Exchange Inc.
GLW,CORNING INC,Equity,Information Technology,2224701,US2193501051,New York Stock Exchange Inc.
URI,UNITED RENTALS INC,Equity,Industrials,2134781,US9113631090,New York Stock Exchange Inc.
NSC,NORFOLK SOUTHERN CORP,Equity,Industrials,2641894,US6558441084,New York Stock Exchange Inc.
WEX,WEX INC,Equity,Information Technology,B8383P2,US96208T1043,New York Stock Exchange Inc.
CBRE,CBRE GROUP INC CLASS A,Equity,Real Estate,B6WVMH3,US12504L1098,New York Stock Exchange Inc.
MXIM,MAXIM INTEGRATED PRODUCTS INC,Equity,Information Technology,2573760,US57772K1016,NASDAQ
PRAH,PRA HEALTH SCIENCES INC,Equity,Health Care,BSHZ3V5,US69354M1080,NASDAQ
RHI,ROBERT HALF,Equity,Industrials,2110703,US7703231032,New York Stock Exchange Inc.
JAZZ,JAZZ PHARMACEUTICALS PLC,Equity,Health Care,B4Q5ZN4,IE00B4Q5ZN47,NASDAQ
DCI,DONALDSON INC,Equity,Industrials,2276467,US2576511099,New York Stock Exchange Inc.
PEN,PENUMBRA INC,Equity,Health Care,BZ0V201,US70975L1070,New York Stock Exchange Inc.
MCHP,MICROCHIP TECHNOLOGY INC,Equity,Information Technology,2592174,US5950171042,NASDAQ
BDX,BECTON DICKINSON,Equity,Health Care,2087807,US0758871091,New York Stock Exchange Inc.
LEN,LENNAR A CORP,Equity,Consumer Discretionary,2511920,US5260571048,New York Stock Exchange Inc.
ETSY,ETSY INC,Equity,Consumer Discretionary,BWTN5N1,US29786A1060,NASDAQ
ROP,ROPER TECHNOLOGIES INC,Equity,Industrials,2749602,US7766961061,New York Stock Exchange Inc.
EEFT,EURONET WORLDWIDE INC,Equity,Information Technology,2320148,US2987361092,NASDAQ
ROL,ROLLINS INC,Equity,Industrials,2747305,US7757111049,New York Stock Exchange Inc.
KMX,CARMAX INC,Equity,Consumer Discretionary,2983563,US1431301027,New York Stock Exchange Inc.
LNG,CHENIERE ENERGY INC,Equity,Energy,2654364,US16411R2085,Nyse Mkt Llc
IR,INGERSOLL RAND INC,Equity,Industrials,BL5GZ82,US45687V1061,New York Stock Exchange Inc.
CAT,CATERPILLAR INC,Equity,Industrials,2180201,US1491231015,New York Stock Exchange Inc.
LPLA,LPL FINANCIAL HOLDINGS INC,Equity,Financials,B75JX34,US50212V1008,NASDAQ
IEX,IDEX CORP,Equity,Industrials,2456612,US45167R1041,New York Stock Exchange Inc.
DELL,DELL TECHNOLOGIES INC CLASS C,Equity,Information Technology,BHKD3S6,US24703L2025,New York Stock Exchange Inc.
AYX,ALTERYX INC CLASS A,Equity,Information Technology,BYWMQJ2,US02156B1035,New York Stock Exchange Inc.
ADI,ANALOG DEVICES INC,Equity,Information Technology,2032067,US0326541051,NASDAQ
DFS,DISCOVER FINANCIAL SERVICES,Equity,Financials,B1YLC43,US2547091080,New York Stock Exchange Inc.
DHR,DANAHER CORP,Equity,Health Care,2250870,US2358511028,New York Stock Exchange Inc.
LAMR,LAMAR ADVERTISING COMPANY CLAS,Equity,Real Estate,BSPHGN6,US5128161099,NASDAQ
FIVE,FIVE BELOW INC,Equity,Consumer Discretionary,B85KFY9,US33829M1018,NASDAQ
DE,DEERE,Equity,Industrials,2261203,US2441991054,New York Stock Exchange Inc.
PLNT,PLANET FITNESS INC CLASS A,Equity,Consumer Discretionary,BYSFJV8,US72703H1014,New York Stock Exchange Inc.
CCK,CROWN HOLDINGS INC,Equity,Materials,2427986,US2283681060,New York Stock Exchange Inc.
COG,CABOT OIL & GAS CORP,Equity,Energy,2162340,US1270971039,New York Stock Exchange Inc.
DNKN,DUNKIN BRANDS GROUP INC,Equity,Consumer Discretionary,B3LHT03,US2655041000,NASDAQ
CDK,CDK GLOBAL INC,Equity,Information Technology,BQXTWQ5,US12508E1010,NASDAQ
ZS,ZSCALER INC,Equity,Information Technology,BZ00V34,US98980G1022,NASDAQ
RP,REALPAGE INC,Equity,Information Technology,B4W2S29,US75606N1090,NASDAQ
VIAC,VIACOMCBS INC CLASS B,Equity,Communication,BKTNTR9,US92556H2067,NASDAQ
CPB,CAMPBELL SOUP,Equity,Consumer Staples,2162845,US1344291091,New York Stock Exchange Inc.
LECO,LINCOLN ELECTRIC HOLDINGS INC,Equity,Industrials,2516851,US5339001068,NASDAQ
BRKR,BRUKER CORP,Equity,Health Care,2616137,US1167941087,NASDAQ
SMG,SCOTTS MIRACLE GRO,Equity,Materials,2781518,US8101861065,New York Stock Exchange Inc.
SMAR,SMARTSHEET INC CLASS A,Equity,Information Technology,BFZND98,US83200N1037,New York Stock Exchange Inc.
AWI,ARMSTRONG WORLD INDUSTRIES INC,Equity,Industrials,B1FT462,US04247X1028,New York Stock Exchange Inc.
TRV,TRAVELERS COMPANIES INC,Equity,Financials,2769503,US89417E1091,New York Stock Exchange Inc.
DBX,DROPBOX INC CLASS A,Equity,Information Technology,BG0T321,US26210C1045,NASDAQ
CDAY,CERIDIAN HCM HOLDING INC,Equity,Information Technology,BFX1V56,US15677J1088,New York Stock Exchange Inc.
IAA,IAA INC,Equity,Industrials,BJF8Q81,US4492531037,New York Stock Exchange Inc.
HEI,HEICO CORP,Equity,Industrials,2419217,US4228061093,New York Stock Exchange Inc.
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Equity,Industrials,B4PZ892,US01973R1014,New York Stock Exchange Inc.
DAL,DELTA AIR LINES INC,Equity,Industrials,B1W9D46,US2473617023,New York Stock Exchange Inc.
MLM,MARTIN MARIETTA MATERIALS INC,Equity,Materials,2572079,US5732841060,New York Stock Exchange Inc.
AVLR,AVALARA INC,Equity,Information Technology,BZ1NVP4,US05338G1067,New York Stock Exchange Inc.
GRUB,GRUBHUB INC,Equity,Consumer Discretionary,BKY7XF2,US4001101025,New York Stock Exchange Inc.
W,WAYFAIR INC CLASS A,Equity,Consumer Discretionary,BQXZP64,US94419L1017,New York Stock Exchange Inc.
LSTR,LANDSTAR SYSTEM INC,Equity,Industrials,2503994,US5150981018,NASDAQ
HRC,HILL ROM HOLDINGS INC,Equity,Health Care,2425924,US4314751029,New York Stock Exchange Inc.
MTCH,MATCH GROUP INC,Equity,Communication,BYT5JW8,US57665R1068,NASDAQ
PCTY,PAYLOCITY HOLDING CORP,Equity,Information Technology,BKM4N88,US70438V1061,NASDAQ
HXL,HEXCEL CORP,Equity,Industrials,2416779,US4282911084,New York Stock Exchange Inc.
MANH,MANHATTAN ASSOCIATES INC,Equity,Information Technology,2239471,US5627501092,NASDAQ
SPR,SPIRIT AEROSYSTEMS INC CLASS A,Equity,Industrials,B1HMMS7,US8485741099,New York Stock Exchange Inc.
BWXT,BWX TECHNOLOGIES INC,Equity,Industrials,BZ0W624,US05605H1005,New York Stock Exchange Inc.
FTV,FORTIVE CORP,Equity,Industrials,BYT3MK1,US34959J1088,New York Stock Exchange Inc.
HUBB,HUBBELL INC,Equity,Industrials,BDFG6S3,US4435106079,New York Stock Exchange Inc.
PSTG,PURE STORAGE INC CLASS A,Equity,Information Technology,BYZ62T3,US74624M1027,New York Stock Exchange Inc.
MIDD,MIDDLEBY CORP,Equity,Industrials,2590930,US5962781010,NASDAQ
OKE,ONEOK INC,Equity,Energy,2130109,US6826801036,New York Stock Exchange Inc.
SYF,SYNCHRONY FINANCIAL,Equity,Financials,BP96PS6,US87165B1035,New York Stock Exchange Inc.
NTNX,NUTANIX INC CLASS A,Equity,Information Technology,BYQBFT8,US67059N1081,NASDAQ
AJG,ARTHUR J GALLAGHER,Equity,Financials,2359506,US3635761097,New York Stock Exchange Inc.
PLAN,ANAPLAN INC,Equity,Information Technology,BD9PLW5,US03272L1089,New York Stock Exchange Inc.
WWD,WOODWARD INC,Equity,Industrials,2948089,US9807451037,NASDAQ
ESTC,ELASTIC NV,Equity,Information Technology,BFXCLC6,NL0013056914,New York Stock Exchange Inc.
XPO,XPO LOGISTICS INC,Equity,Industrials,B6Z1355,US9837931008,New York Stock Exchange Inc.
COR,CORESITE REALTY REIT CORP,Equity,Real Estate,B3T3VV8,US21870Q1058,New York Stock Exchange Inc.
BBY,BEST BUY INC,Equity,Consumer Discretionary,2094670,US0865161014,New York Stock Exchange Inc.
MSFUT,CASH COLLATERAL MSFUT USD,Cash Collateral and Margins,Cash and/or Derivatives,-,-,-
EHC,ENCOMPASS HEALTH CORP,Equity,Health Care,BYX2YJ7,US29261A1007,New York Stock Exchange Inc.
UBER,UBER TECHNOLOGIES INC,Equity,Industrials,BK6N347,US90353T1007,New York Stock Exchange Inc.
PEGA,PEGASYSTEMS INC,Equity,Information Technology,2675860,US7055731035,NASDAQ
SEIC,SEI INVESTMENTS,Equity,Financials,2793610,US7841171033,NASDAQ
DT,DYNATRACE INC,Equity,Information Technology,BJV2RD9,US2681501092,New York Stock Exchange Inc.
CACC,CREDIT ACCEPTANCE CORP,Equity,Financials,2232050,US2253101016,NASDAQ
AVTR,AVANTOR INC,Equity,Health Care,BJLT387,US05352A1007,New York Stock Exchange Inc.
PRI,PRIMERICA INC,Equity,Financials,B50K3X8,US74164M1080,New York Stock Exchange Inc.
ERIE,ERIE INDEMNITY CLASS A,Equity,Financials,2311711,US29530P1021,NASDAQ
PII,POLARIS INDUSTRIES INC,Equity,Consumer Discretionary,2692933,US7310681025,New York Stock Exchange Inc.
GH,GUARDANT HEALTH INC,Equity,Health Care,BFXC911,US40131M1099,NASDAQ
MCK,MCKESSON CORP,Equity,Health Care,2378534,US58155Q1031,New York Stock Exchange Inc.
EMR,EMERSON ELECTRIC,Equity,Industrials,2313405,US2910111044,New York Stock Exchange Inc.
TGT,TARGET CORP,Equity,Consumer Discretionary,2259101,US87612E1064,New York Stock Exchange Inc.
ATR,APTARGROUP INC,Equity,Materials,2045247,US0383361039,New York Stock Exchange Inc.
NCR,NCR CORP,Equity,Information Technology,2632650,US62886E1082,New York Stock Exchange Inc.
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Equity,Industrials,2955733,US9297401088,New York Stock Exchange Inc.
SBNY,SIGNATURE BANK,Equity,Financials,B00JQL9,US82669G1040,NASDAQ
FND,FLOOR DECOR HOLDINGS INC CLASS A,Equity,Consumer Discretionary,BYQHP96,US3397501012,New York Stock Exchange Inc.
HBI,HANESBRANDS INC,Equity,Consumer Discretionary,B1BJSL9,US4103451021,New York Stock Exchange Inc.
WEN,WENDYS,Equity,Consumer Discretionary,B3NXMJ9,US95058W1009,NASDAQ
RNR,RENAISSANCERE HOLDING LTD,Equity,Financials,2728429,BMG7496G1033,New York Stock Exchange Inc.
CBOE,CBOE GLOBAL MARKETS INC,Equity,Financials,B5834C5,US12503M1080,Cboe BZX formerly known as BATS
FRC,FIRST REPUBLIC BANK,Equity,Financials,B4WHY15,US33616C1009,New York Stock Exchange Inc.
JBHT,JB HUNT TRANSPORT SERVICES INC,Equity,Industrials,2445416,US4456581077,NASDAQ
AMH,AMERICAN HOMES RENT REIT CLASS A,Equity,Real Estate,BCF5RR9,US02665T3068,New York Stock Exchange Inc.
SUI,SUN COMMUNITIES REIT INC,Equity,Real Estate,2860257,US8666741041,New York Stock Exchange Inc.
CVNA,CARVANA CLASS A,Equity,Consumer Discretionary,BYQHPG3,US1468691027,New York Stock Exchange Inc.
NEU,NEWMARKET CORP,Equity,Materials,B01CGF1,US6515871076,New York Stock Exchange Inc.
NEWR,NEW RELIC INC,Equity,Information Technology,BT6T3N7,US64829B1008,New York Stock Exchange Inc.
ATVI,ACTIVISION BLIZZARD INC,Equity,Communication,2575818,US00507V1098,NASDAQ
TDC,TERADATA CORP,Equity,Information Technology,B247H10,US88076W1036,New York Stock Exchange Inc.
RE,EVEREST RE GROUP LTD,Equity,Financials,2556868,BMG3223R1088,New York Stock Exchange Inc.
SCI,SERVICE,Equity,Consumer Discretionary,2797560,US8175651046,New York Stock Exchange Inc.
POST,POST HOLDINGS INC,Equity,Consumer Staples,B6T0518,US7374461041,New York Stock Exchange Inc.
BFA,BROWN FORMAN CORP CLASS A,Equity,Consumer Staples,2146816,US1156371007,New York Stock Exchange Inc.
FEYE,FIREEYE INC,Equity,Information Technology,BD4R405,US31816Q1013,NASDAQ
MORN,MORNINGSTAR INC,Equity,Financials,B081VR8,US6177001095,NASDAQ
NXST,NEXSTAR MEDIA GROUP INC CLASS A,Equity,Communication,2949758,US65336K1034,NASDAQ
GD,GENERAL DYNAMICS CORP,Equity,Industrials,2365161,US3695501086,New York Stock Exchange Inc.
TPX,TEMPUR SEALY INTERNATIONAL INC,Equity,Consumer Discretionary,2216991,US88023U1016,New York Stock Exchange Inc.
ST,SENSATA TECHNOLOGIES HOLDING PLC,Equity,Industrials,BFMBMT8,GB00BFMBMT84,New York Stock Exchange Inc.
A,AGILENT TECHNOLOGIES INC,Equity,Health Care,2520153,US00846U1016,New York Stock Exchange Inc.
LW,LAMB WESTON HOLDINGS INC,Equity,Consumer Staples,BDQZFJ3,US5132721045,New York Stock Exchange Inc.
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Equity,Consumer Discretionary,BZ22B38,US6811161099,NASDAQ
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Equity,Information Technology,2257019,US1924461023,NASDAQ
GRA,WR GRACE,Equity,Materials,2232685,US38388F1084,New York Stock Exchange Inc.
MAT,MATTEL INC,Equity,Consumer Discretionary,2572303,US5770811025,NASDAQ
EXEL,EXELIXIS INC,Equity,Health Care,2576941,US30161Q1040,NASDAQ
AMP,AMERIPRISE FINANCE INC,Equity,Financials,B0J7D57,US03076C1062,New York Stock Exchange Inc.
RJF,RAYMOND JAMES INC,Equity,Financials,2718992,US7547301090,New York Stock Exchange Inc.
WU,WESTERN UNION,Equity,Information Technology,B1F76F9,US9598021098,New York Stock Exchange Inc.
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Equity,Industrials,B3MC7D6,US34964C1062,New York Stock Exchange Inc.
EXP,EAGLE MATERIALS INC,Equity,Materials,2191399,US26969P1084,New York Stock Exchange Inc.
JWN,NORDSTROM INC,Equity,Consumer Discretionary,2641827,US6556641008,New York Stock Exchange Inc.
PKI,PERKINELMER INC,Equity,Health Care,2305844,US7140461093,New York Stock Exchange Inc.
RGLD,ROYAL GOLD INC,Equity,Materials,2755706,US7802871084,NASDAQ
COO,COOPER INC,Equity,Health Care,2222631,US2166484020,New York Stock Exchange Inc.
UAL,UNITED AIRLINES HOLDINGS INC,Equity,Industrials,B4QG225,US9100471096,NASDAQ
TRIP,TRIPADVISOR INC,Equity,Communication,B6ZC3N6,US8969452015,NASDAQ
BERY,BERRY GLOBAL GROUP INC,Equity,Materials,B8BR3H3,US08579W1036,New York Stock Exchange Inc.
ALK,ALASKA AIR GROUP INC,Equity,Industrials,2012605,US0116591092,New York Stock Exchange Inc.
SCCO,SOUTHERN COPPER CORP,Equity,Materials,2823777,US84265V1052,New York Stock Exchange Inc.
AAP,ADVANCE AUTO PARTS INC,Equity,Consumer Discretionary,2822019,US00751Y1064,New York Stock Exchange Inc.
NVST,ENVISTA HOLDINGS CORP,Equity,Health Care,BK63SF3,US29415F1049,New York Stock Exchange Inc.
TREE,LENDINGTREE INC,Equity,Financials,BV8TD84,US52603B1070,NASDAQ
ATH,ATHENE HOLDING LTD CLASS A,Equity,Financials,BZ13MZ1,BMG0684D1074,New York Stock Exchange Inc.
ACGL,ARCH CAPITAL GROUP LTD,Equity,Financials,2740542,BMG0450A1053,NASDAQ
WWE,WORLD WRESTLING ENTERTAINMENT INC,Equity,Communication,2503529,US98156Q1085,New York Stock Exchange Inc.
CRI,CARTERS INC,Equity,Consumer Discretionary,2980939,US1462291097,New York Stock Exchange Inc.
SAGE,SAGE THERAPEUTICS INC,Equity,Health Care,BP4GNK9,US78667J1088,NASDAQ
KAR,KAR AUCTION SERVICES INC,Equity,Industrials,B4Y1MH7,US48238T1097,New York Stock Exchange Inc.
ETFC,E TRADE FINANCIAL CORP,Equity,Financials,2299011,US2692464017,NASDAQ
COLM,COLUMBIA SPORTSWEAR,Equity,Consumer Discretionary,2229126,US1985161066,NASDAQ
UI,UBIQUITI INC,Equity,Information Technology,BK9Z6V8,US90353W1036,New York Stock Exchange Inc.
CASY,CASEYS GENERAL STORES INC,Equity,Consumer Staples,2179414,US1475281036,NASDAQ
RPM,RPM INTERNATIONAL INC,Equity,Materials,2756174,US7496851038,New York Stock Exchange Inc.
ZNGA,ZYNGA INC CLASS A,Equity,Communication,B79PX49,US98986T1088,NASDAQ
SKX,SKECHERS USA INC CLASS A,Equity,Consumer Discretionary,2428042,US8305661055,New York Stock Exchange Inc.
MDLA,MEDALLIA INC,Equity,Information Technology,BJDX8X7,US5840211099,New York Stock Exchange Inc.
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Equity,Health Care,BJ5FZ74,US00650F1093,NASDAQ
TRMB,TRIMBLE INC,Equity,Information Technology,2903958,US8962391004,NASDAQ
HPQ,HP INC,Equity,Information Technology,BYX4D52,US40434L1052,New York Stock Exchange Inc.
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Equity,Communication,2799351,US8292261091,NASDAQ
UAA,UNDER ARMOUR INC CLASS A,Equity,Consumer Discretionary,B0PZN11,US9043111072,New York Stock Exchange Inc.
AMCX,AMC NETWORKS CLASS A INC,Equity,Communication,B4MG4Z6,US00164V1035,NASDAQ
ICUI,ICU MEDICAL INC,Equity,Health Care,2451918,US44930G1076,NASDAQ
RSG,REPUBLIC SERVICES INC,Equity,Industrials,2262530,US7607591002,New York Stock Exchange Inc.
AXTA,AXALTA COATING SYSTEMS LTD,Equity,Materials,BSFWCF5,BMG0750C1082,New York Stock Exchange Inc.
UA,UNDER ARMOUR INC CLASS C,Equity,Consumer Discretionary,BDF9YM2,US9043112062,New York Stock Exchange Inc.
MKL,MARKEL CORP,Equity,Financials,2566436,US5705351048,New York Stock Exchange Inc.
SFM,SPROUTS FARMERS MARKET INC,Equity,Consumer Staples,BCGCR79,US85208M1027,NASDAQ
HSIC,HENRY SCHEIN INC,Equity,Health Care,2416962,US8064071025,NASDAQ
NYT,NEW YORK TIMES CLASS A,Equity,Communication,2632003,US6501111073,New York Stock Exchange Inc.
PWR,QUANTA SERVICES INC,Equity,Industrials,2150204,US74762E1029,New York Stock Exchange Inc.
LAZ,LAZARD LTD CLASS A,Equity,Financials,B081VQ7,BMG540501027,New York Stock Exchange Inc.
PE,PARSLEY ENERGY INC CLASS A,Equity,Energy,BMMV736,US7018771029,New York Stock Exchange Inc.
LKQ,LKQ CORP,Equity,Consumer Discretionary,2971029,US5018892084,NASDAQ
CHNG,CHANGE HEALTHCARE INC,Equity,Health Care,BK5CVS5,US15912K1007,NASDAQ
CHH,CHOICE HOTELS INTERNATIONAL INC,Equity,Consumer Discretionary,2106780,US1699051066,New York Stock Exchange Inc.
WH,WYNDHAM HOTELS RESORTS INC,Equity,Consumer Discretionary,BF108P4,US98311A1051,New York Stock Exchange Inc.
FANG,DIAMONDBACK ENERGY INC,Equity,Energy,B7Y8YR3,US25278X1090,NASDAQ
FOXA,FOX CORP CLASS A,Equity,Communication,BJJMGL2,US35137L1052,NASDAQ
SWKS,SKYWORKS SOLUTIONS INC,Equity,Information Technology,2961053,US83088M1027,NASDAQ
AYI,ACUITY BRANDS INC,Equity,Industrials,2818461,US00508Y1029,New York Stock Exchange Inc.
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Equity,Financials,B1WT4X2,US45841N1072,NASDAQ
APTV,APTIV PLC,Equity,Consumer Discretionary,B783TY6,JE00B783TY65,New York Stock Exchange Inc.
KMPR,KEMPER CORP,Equity,Financials,B52KRV2,US4884011002,New York Stock Exchange Inc.
AOS,A O SMITH CORP,Equity,Industrials,2816023,US8318652091,New York Stock Exchange Inc.
Y,ALLEGHANY CORP,Equity,Financials,2016801,US0171751003,New York Stock Exchange Inc.
JBL,JABIL INC,Equity,Information Technology,2471789,US4663131039,New York Stock Exchange Inc.
SWCH,SWITCH INC CLASS A,Equity,Information Technology,BF2YWK8,US87105L1044,New York Stock Exchange Inc.
PPD,PPD INC,Equity,Health Care,BL9BT47,US69355F1021,NASDAQ
IRM,IRON MOUNTAIN INC,Equity,Real Estate,BVFTF03,US46284V1017,New York Stock Exchange Inc.
LH,LABORATORY CORPORATION OF AMERICA,Equity,Health Care,2586122,US50540R4092,New York Stock Exchange Inc.
PD,PAGERDUTY INC,Equity,Information Technology,BJ7JPH4,US69553P1003,New York Stock Exchange Inc.
ESI,ELEMENT SOLUTIONS INC,Equity,Materials,BJ1C2K1,US28618M1062,New York Stock Exchange Inc.
EVR,EVERCORE INC CLASS A,Equity,Financials,B1BHXZ2,US29977A1051,New York Stock Exchange Inc.
PS,PLURALSIGHT INC CLASS A,Equity,Information Technology,BFZCT75,US72941B1061,NASDAQ
AAL,AMERICAN AIRLINES GROUP INC,Equity,Industrials,BCV7KT2,US02376R1023,NASDAQ
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Equity,Consumer Discretionary,B9CGTC3,BMG667211046,New York Stock Exchange Inc.
SIVB,SVB FINANCIAL GROUP,Equity,Financials,2808053,US78486Q1013,NASDAQ
LYFT,LYFT INC CLASS A,Equity,Industrials,BJT1RW7,US55087P1049,NASDAQ
CMD,CANTEL MEDICAL CORP,Equity,Health Care,2188153,US1380981084,New York Stock Exchange Inc.
WSM,WILLIAMS SONOMA INC,Equity,Consumer Discretionary,2967589,US9699041011,New York Stock Exchange Inc.
STE,STERIS,Equity,Health Care,BFY8C75,IE00BFY8C754,New York Stock Exchange Inc.
CPRI,CAPRI HOLDINGS LTD,Equity,Consumer Discretionary,BJ1N1M9,VGG1890L1076,New York Stock Exchange Inc.
BPYU,BROOKFIELD PROPERTY REIT INC CLASS,Equity,Real Estate,BGHFKV0,US11282X1037,NASDAQ
FLS,FLOWSERVE CORP,Equity,Industrials,2288406,US34354P1057,New York Stock Exchange Inc.
NLSN,NIELSEN HOLDINGS PLC,Equity,Industrials,BWFY550,GB00BWFY5505,New York Stock Exchange Inc.
CF,CF INDUSTRIES HOLDINGS INC,Equity,Materials,B0G4K50,US1252691001,New York Stock Exchange Inc.
HZNP,HORIZON THERAPEUTICS PUBLIC PLC,Equity,Health Care,BQPVQZ6,IE00BQPVQZ61,NASDAQ
HHC,HOWARD HUGHES CORP,Equity,Real Estate,B5VR4H9,US44267D1072,New York Stock Exchange Inc.
JLL,JONES LANG LASALLE INC,Equity,Real Estate,2040640,US48020Q1076,New York Stock Exchange Inc.
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,Communication,2466321,US4606901001,New York Stock Exchange Inc.
MGM,MGM RESORTS INTERNATIONAL,Equity,Consumer Discretionary,2547419,US5529531015,New York Stock Exchange Inc.
VIRT,VIRTU FINANCIAL INC CLASS A,Equity,Financials,BWTVWD4,US9282541013,NASDAQ
UDR,UDR REIT INC,Equity,Real Estate,2727910,US9026531049,New York Stock Exchange Inc.
REYN,REYNOLDS CONSUMER PRODUCTS INC,Equity,Consumer Staples,BKV9674,US76171L1061,NASDAQ
HRB,H&R BLOCK INC,Equity,Consumer Discretionary,2105505,US0936711052,New York Stock Exchange Inc.
PB,PROSPERITY BANCSHARES INC,Equity,Financials,2310257,US7436061052,New York Stock Exchange Inc.
HLF,HERBALIFE NUTRITION LTD,Equity,Consumer Staples,B0539H3,KYG4412G1010,New York Stock Exchange Inc.
BRO,BROWN & BROWN INC,Equity,Financials,2692687,US1152361010,New York Stock Exchange Inc.
DLB,DOLBY LABORATORIES INC CLASS A,Equity,Information Technology,B04NJM9,US25659T1079,New York Stock Exchange Inc.
SERV,SERVICEMASTER GLOBAL HOLDINGS INC,Equity,Consumer Discretionary,BNG8BF0,US81761R1095,New York Stock Exchange Inc.
TWOU,2U INC,Equity,Information Technology,BKWBZZ0,US90214J1016,NASDAQ
NKTR,NEKTAR THERAPEUTICS,Equity,Health Care,2454445,US6402681083,NASDAQ
WAL,WESTERN ALLIANCE,Equity,Financials,B0CCGJ4,US9576381092,New York Stock Exchange Inc.
MSG,MADISON SQUARE GARDEN CLASS A,Equity,Communication,BYQCZ35,US55825T1034,New York Stock Exchange Inc.
AXS,AXIS CAPITAL HOLDINGS LTD,Equity,Financials,2677606,BMG0692U1099,New York Stock Exchange Inc.
FLIR,FLIR SYSTEMS INC,Equity,Information Technology,2344717,US3024451011,NASDAQ
LB,L BRANDS INC,Equity,Consumer Discretionary,B9M2WX3,US5017971046,New York Stock Exchange Inc.
FOX,FOX CORP CLASS B,Equity,Communication,BJJMGY5,US35137L2043,NASDAQ
SEE,SEALED AIR CORP,Equity,Materials,2232793,US81211K1007,New York Stock Exchange Inc.
JBLU,JETBLUE AIRWAYS CORP,Equity,Industrials,2852760,US4771431016,NASDAQ
CMA,COMERICA INC,Equity,Financials,2212870,US2003401070,New York Stock Exchange Inc.
THS,TREEHOUSE FOODS INC,Equity,Consumer Staples,B095X84,US89469A1043,New York Stock Exchange Inc.
PPC,PILGRIMS PRIDE CORP,Equity,Consumer Staples,B5L3PZ2,US72147K1088,NASDAQ
VOYA,VOYA FINANCIAL INC,Equity,Financials,BKWQ2N2,US9290891004,New York Stock Exchange Inc.
BILL,BILL COM HOLDINGS INC,Equity,Information Technology,BKDS4H5,US0900431000,New York Stock Exchange Inc.
SNV,SYNOVUS FINANCIAL CORP,Equity,Financials,BMH4NJ8,US87161C5013,New York Stock Exchange Inc.
CREE,CREE INC,Equity,Information Technology,2232351,US2254471012,NASDAQ
SABR,SABRE CORP,Equity,Information Technology,BLLHH27,US78573M1045,NASDAQ
IPGP,IPG PHOTONICS CORP,Equity,Information Technology,2698782,US44980X1090,NASDAQ
LOPE,GRAND CANYON EDUCATION INC,Equity,Consumer Discretionary,B3F1XM1,US38526M1062,NASDAQ
GO,GROCERY OUTLET HOLDING CORP,Equity,Consumer Staples,BK1KWF7,US39874R1014,NASDAQ
NATI,NATIONAL INSTRUMENTS CORP,Equity,Information Technology,2645078,US6365181022,NASDAQ
VIACA,VIACOMCBS INC CLASS A,Equity,Communication,BKTNTP7,US92556H1077,NASDAQ
SWI,SOLARWINDS CORP,Equity,Information Technology,BG1VY34,US83417Q1058,New York Stock Exchange Inc.
AL,AIR LEASE CORP CLASS A,Equity,Industrials,B3XS562,US00912X3026,New York Stock Exchange Inc.
AGIO,AGIOS PHARMACEUTICALS INC,Equity,Health Care,BCBVTX1,US00847X1046,NASDAQ
HGV,HILTON GRAND VACATIONS INC,Equity,Consumer Discretionary,BYSLHX4,US43283X1054,New York Stock Exchange Inc.
OUT,OUTFRONT MEDIA INC,Equity,Real Estate,BSP6611,US69007J1060,New York Stock Exchange Inc.
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,Information Technology,2762030,US0185811082,New York Stock Exchange Inc.
CIT,CIT GROUP INC,Equity,Financials,B4Z73G0,US1255818015,New York Stock Exchange Inc.
ETRN,EQUITRANS MIDSTREAM CORP,Equity,Energy,BFMWBV6,US2946001011,New York Stock Exchange Inc.
CLNY,COLONY CAPITAL INC CLASS A,Equity,Real Estate,BG5QFV0,US19626G1085,New York Stock Exchange Inc.
CLGX,CORELOGIC INC,Equity,Information Technology,B5541Y2,US21871D1037,New York Stock Exchange Inc.
LENB,LENNAR CORP CLASS B,Equity,Consumer Discretionary,2578293,US5260573028,New York Stock Exchange Inc.
SIX,SIX FLAGS ENTERTAINMENT CORP,Equity,Consumer Discretionary,B43VKB8,US83001A1025,New York Stock Exchange Inc.
